,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.25526097416877747,0.25526097416877747,0.22292649745941162,0.22292649745941162
1,0.20106086134910583,0.20106086134910583,0.21537081897258759,0.21537081897258759
2,0.19711285829544067,0.19711285829544067,0.215949147939682,0.215949147939682
3,0.19367896020412445,0.19367896020412445,0.2155800610780716,0.2155800610780716
