,openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,_
15,1674054000000,1593.64000000,1602.70000000,1533.02000000,1549.75000000,109499.38930000,1674057599999,171240252.17777700,101549,53098.96870000,83057236.89943700,0
16,1674057600000,1549.63000000,1549.96000000,1501.39000000,1538.24000000,143546.11230000,1674061199999,218933089.74911600,166980,73534.11970000,112137626.86877600,0
17,1674061200000,1538.23000000,1566.88000000,1535.00000000,1541.58000000,84124.93290000,1674064799999,130339165.27740200,97028,41522.83080000,64331797.23294600,0
18,1674064800000,1541.58000000,1555.00000000,1536.00000000,1542.03000000,30508.99950000,1674068399999,47112805.31489300,38076,14996.43650000,23154886.58449300,0
19,1674068400000,1542.03000000,1549.10000000,1538.12000000,1541.96000000,13174.31060000,1674071999999,20342586.94510400,19155,6772.06770000,10458197.74787800,0
20,1674072000000,1541.96000000,1544.78000000,1516.55000000,1521.38000000,30763.22420000,1674075599999,47024641.15925800,37215,15416.29080000,23558915.08495500,0
21,1674075600000,1521.38000000,1532.46000000,1519.62000000,1528.46000000,13064.25380000,1674079199999,19957533.40640200,21415,6080.34480000,9288091.11386700,0
22,1674079200000,1528.46000000,1531.67000000,1517.39000000,1531.38000000,12766.03690000,1674082799999,19456094.50677500,19748,5708.06320000,8698003.02528000,0
23,1674082800000,1531.39000000,1533.28000000,1507.90000000,1511.43000000,21837.72520000,1674086399999,33157738.71049900,31708,9825.48240000,14913538.10867500,0
24,1674086400000,1511.44000000,1523.25000000,1509.15000000,1516.26000000,18982.55220000,1674089999999,28803814.46307200,25941,9697.34170000,14713562.32396200,0
25,1674090000000,1516.25000000,1523.80000000,1515.51000000,1518.14000000,9312.93680000,1674093599999,14156952.59342700,16969,5112.22490000,7770776.35431200,0
26,1674093600000,1518.15000000,1526.38000000,1513.91000000,1525.07000000,9716.07740000,1674097199999,14774753.21438900,14526,4866.50820000,7401357.99974500,0
27,1674097200000,1525.08000000,1528.00000000,1523.45000000,1524.82000000,6372.46710000,1674100799999,9721790.36431600,12961,2999.65930000,4576457.87050500,0
28,1674100800000,1524.82000000,1532.50000000,1524.82000000,1528.37000000,7071.48030000,1674104399999,10811868.67158700,15290,3777.30750000,5774227.24477400,0
29,1674104400000,1528.36000000,1532.06000000,1526.66000000,1528.14000000,3960.04120000,1674107999999,6053828.78287900,10866,1984.37800000,3033718.53311100,0
30,1674108000000,1528.14000000,1531.78000000,1525.12000000,1530.56000000,7205.38390000,1674111599999,11015182.91264000,13460,4159.75150000,6359991.77199300,0
31,1674111600000,1530.57000000,1532.38000000,1527.39000000,1528.65000000,5736.53530000,1674115199999,8775211.93906800,13507,3014.84380000,4611783.79092700,0
32,1674115200000,1528.65000000,1531.64000000,1526.09000000,1527.03000000,7159.76600000,1674118799999,10944504.64016900,15395,3349.11610000,5119630.46859300,0
33,1674118800000,1527.04000000,1528.59000000,1519.55000000,1527.58000000,10300.47300000,1674122399999,15711044.30403300,16057,4784.75110000,7297966.45243300,0
34,1674122400000,1527.58000000,1529.03000000,1522.20000000,1525.28000000,6087.28680000,1674125999999,9286353.78411600,13004,3105.16190000,4737614.87138800,0
35,1674126000000,1525.27000000,1525.37000000,1516.17000000,1519.61000000,12086.73520000,1674129599999,18365992.91559400,17882,5821.30540000,8844493.51062100,0
36,1674129600000,1519.60000000,1523.11000000,1513.33000000,1519.19000000,11231.27950000,1674133199999,17057646.77398300,17591,4956.01360000,7526452.02888100,0
37,1674133200000,1519.19000000,1528.23000000,1513.38000000,1525.07000000,20335.40120000,1674136799999,30947295.46349600,26321,10148.82440000,15446160.07702400,0
38,1674136800000,1525.07000000,1538.91000000,1519.54000000,1532.90000000,34537.64680000,1674140399999,52844840.52756500,37540,17723.76380000,27118467.08252800,0
39,1674140400000,1532.89000000,1547.86000000,1531.28000000,1533.09000000,27850.24250000,1674143999999,42841959.58135500,32233,14646.31060000,22530037.07395100,0
40,1674144000000,1533.09000000,1539.95000000,1530.78000000,1535.11000000,13534.84830000,1674147599999,20777117.78061000,21531,7188.58090000,11035932.68025300,0
41,1674147600000,1535.10000000,1541.61000000,1522.65000000,1529.37000000,16934.57100000,1674151199999,25954187.07459600,22916,8244.63580000,12632723.59665800,0
42,1674151200000,1529.38000000,1543.33000000,1528.01000000,1539.08000000,11574.91360000,1674154799999,17776860.09263700,20477,6372.91170000,9786809.19419200,0
43,1674154800000,1539.09000000,1554.52000000,1537.06000000,1551.95000000,20774.07880000,1674158399999,32154390.34275700,29579,11211.54340000,17351442.03193900,0
44,1674158400000,1551.95000000,1564.43000000,1551.94000000,1557.44000000,19952.44840000,1674161999999,31074890.68619400,28840,10277.54470000,16005810.00534500,0
45,1674162000000,1557.45000000,1560.12000000,1545.00000000,1545.01000000,12106.19700000,1674165599999,18788394.84744000,27931,5898.59940000,9155626.84706900,0
46,1674165600000,1545.00000000,1552.63000000,1544.27000000,1551.50000000,8937.77560000,1674169199999,13852394.60078600,13493,4781.60320000,7410620.24676200,0
47,1674169200000,1551.51000000,1555.66000000,1546.55000000,1551.09000000,6918.32660000,1674172799999,10729534.57822100,12893,3737.65550000,5797080.89433900,0
48,1674172800000,1551.09000000,1554.68000000,1546.00000000,1548.21000000,9966.80790000,1674176399999,15446338.69429200,23204,4762.88810000,7381085.51380800,0
49,1674176400000,1548.22000000,1558.21000000,1545.51000000,1556.18000000,8390.04060000,1674179999999,13030347.66222700,14595,4419.41010000,6864126.86396700,0
50,1674180000000,1556.18000000,1563.88000000,1553.61000000,1553.66000000,12407.65650000,1674183599999,19328444.40734400,18874,6019.83070000,9377946.04912100,0
51,1674183600000,1553.66000000,1556.12000000,1551.29000000,1554.54000000,4589.13130000,1674187199999,7132768.03957700,14113,2233.45670000,3471400.31848200,0
52,1674187200000,1554.55000000,1556.66000000,1545.98000000,1546.92000000,9126.30260000,1674190799999,14162054.91870700,14014,4140.65860000,6425041.80985900,0
53,1674190800000,1546.91000000,1551.00000000,1542.74000000,1547.12000000,10561.47920000,1674194399999,16340368.27610300,17279,4550.39570000,7039754.77306400,0
54,1674194400000,1547.11000000,1549.35000000,1543.35000000,1545.15000000,7548.02390000,1674197999999,11669587.86411000,20996,3871.69590000,5985918.40918700,0
55,1674198000000,1545.15000000,1553.18000000,1542.02000000,1550.33000000,12720.28040000,1674201599999,19698865.46187700,16423,5890.73430000,9122193.95118800,0
56,1674201600000,1550.32000000,1553.04000000,1545.26000000,1551.96000000,17744.67650000,1674205199999,27509393.31120800,22120,7897.93850000,12244019.28801300,0
57,1674205200000,1551.95000000,1555.85000000,1548.44000000,1552.55000000,8166.89640000,1674208799999,12676960.46355500,15343,4041.87290000,6274141.40207600,0
58,1674208800000,1552.55000000,1553.38000000,1548.44000000,1552.70000000,5157.16870000,1674212399999,7997697.50265400,12811,2864.15070000,4441661.13170200,0
59,1674212400000,1552.71000000,1554.01000000,1548.88000000,1549.49000000,4945.38680000,1674215999999,7670424.89413700,12469,2344.55210000,3636295.92029400,0
60,1674216000000,1549.48000000,1560.69000000,1549.02000000,1558.11000000,10813.48170000,1674219599999,16818356.59168900,20762,6310.21420000,9814495.82158200,0
61,1674219600000,1558.11000000,1562.70000000,1552.58000000,1554.16000000,8562.92540000,1674223199999,13337882.25706500,18749,4303.92640000,6705015.98065200,0
62,1674223200000,1554.17000000,1568.00000000,1551.44000000,1560.79000000,20702.26850000,1674226799999,32288670.81810700,34094,10572.53490000,16488494.49897100,0
63,1674226800000,1560.78000000,1569.90000000,1559.36000000,1563.69000000,15353.32050000,1674230399999,24021608.44222800,27089,8853.63120000,13850701.25405900,0
64,1674230400000,1563.69000000,1593.38000000,1561.61000000,1585.32000000,40180.94080000,1674233999999,63440477.34502300,59723,23265.94340000,36730560.19677800,0
65,1674234000000,1585.32000000,1596.55000000,1585.32000000,1592.02000000,24675.64870000,1674237599999,39238749.48986200,33250,12199.33860000,19398814.31612500,0
66,1674237600000,1592.03000000,1598.76000000,1583.66000000,1592.00000000,22812.85190000,1674241199999,36304773.65441000,32697,11160.71610000,17762612.57787700,0
67,1674241200000,1592.00000000,1601.53000000,1589.00000000,1600.49000000,19790.53920000,1674244799999,31583163.85162400,28400,10837.91590000,17300349.65997800,0
68,1674244800000,1600.49000000,1644.39000000,1600.48000000,1641.35000000,81252.21840000,1674248399999,132176243.72419700,114168,45952.88520000,74698745.56089500,0
69,1674248400000,1641.34000000,1650.95000000,1635.38000000,1636.83000000,27894.36300000,1674251999999,45791232.02896400,48636,13761.47120000,22602371.81930800,0
70,1674252000000,1636.83000000,1669.90000000,1635.97000000,1651.94000000,37783.61540000,1674255599999,62384713.54234100,62086,19243.93990000,31776377.40441200,0
71,1674255600000,1651.93000000,1662.48000000,1649.64000000,1658.52000000,19424.97310000,1674259199999,32178794.62936200,28738,10757.92010000,17820696.81083900,0
72,1674259200000,1658.53000000,1676.61000000,1653.21000000,1654.71000000,41929.55570000,1674262799999,69663840.50400200,57988,21078.35760000,35021901.34250400,0
73,1674262800000,1654.70000000,1658.17000000,1652.23000000,1652.26000000,15599.54170000,1674266399999,25817900.99364200,20617,6899.10620000,11419994.60192200,0
74,1674266400000,1652.25000000,1657.00000000,1642.60000000,1648.46000000,16476.12810000,1674269999999,27196831.73446100,18912,7544.57370000,12453618.81320200,0
75,1674270000000,1648.45000000,1650.34000000,1644.49000000,1648.80000000,9754.96280000,1674273599999,16078702.50219300,13065,4796.34440000,7906321.04227300,0
76,1674273600000,1648.81000000,1654.92000000,1647.00000000,1650.45000000,9497.22320000,1674277199999,15688601.00061600,13858,4800.40150000,7930482.66643700,0
77,1674277200000,1650.46000000,1650.46000000,1645.42000000,1646.02000000,7092.53950000,1674280799999,11693470.14751500,10102,2596.72640000,4281215.67434700,0
78,1674280800000,1646.03000000,1654.33000000,1645.04000000,1652.96000000,10127.60520000,1674284399999,16709583.98465200,12766,6027.94320000,9945006.45626800,0
79,1674284400000,1652.96000000,1654.00000000,1649.43000000,1651.19000000,8990.72160000,1674287999999,14853607.72899800,12375,4173.94770000,6897032.91638100,0
80,1674288000000,1651.20000000,1654.01000000,1646.20000000,1647.28000000,13574.45520000,1674291599999,22412582.62657300,18230,6976.75590000,11519670.85854300,0
81,1674291600000,1647.29000000,1665.48000000,1644.81000000,1662.28000000,28320.48140000,1674295199999,46837675.56008100,29951,16826.97160000,27830246.32131500,0
82,1674295200000,1662.28000000,1679.26000000,1616.21000000,1641.25000000,101287.08170000,1674298799999,166809611.86363100,107695,48522.04170000,79937126.85052500,0
83,1674298800000,1641.25000000,1650.00000000,1632.60000000,1647.04000000,19960.85490000,1674302399999,32788920.92186700,29299,10194.86600000,16749644.32830400,0
84,1674302400000,1647.04000000,1660.00000000,1645.31000000,1658.59000000,20043.09000000,1674305999999,33114322.54574100,24421,10629.65290000,17562181.58709000,0
85,1674306000000,1658.58000000,1658.59000000,1645.50000000,1650.54000000,15609.84700000,1674309599999,25782118.77956100,23292,7067.65840000,11671502.51541900,0
86,1674309600000,1650.54000000,1654.00000000,1646.72000000,1649.01000000,9528.69050000,1674313199999,15725214.55931700,16723,4809.58700000,7937340.05109100,0
87,1674313200000,1649.01000000,1667.29000000,1643.29000000,1647.26000000,35896.19380000,1674316799999,59480678.79814400,41992,18451.30610000,30573108.81847100,0
88,1674316800000,1647.27000000,1661.39000000,1645.84000000,1657.77000000,18836.56950000,1674320399999,31175787.65323100,28803,10247.52790000,16960911.58306200,0
89,1674320400000,1657.78000000,1661.49000000,1647.27000000,1655.34000000,18030.87410000,1674323999999,29853764.08459800,28415,8921.62180000,14772289.73978400,0
90,1674324000000,1655.34000000,1661.96000000,1649.88000000,1661.21000000,9682.14060000,1674327599999,16027457.23688300,18197,4656.99190000,7709925.73215500,0
91,1674327600000,1661.21000000,1668.88000000,1658.09000000,1663.19000000,13930.59580000,1674331199999,23175681.69069800,20965,8181.92640000,13611832.96338300,0
92,1674331200000,1663.18000000,1667.97000000,1654.13000000,1654.19000000,12146.11320000,1674334799999,20157390.51076900,20237,4956.09550000,8224384.10008400,0
93,1674334800000,1654.19000000,1664.57000000,1651.71000000,1663.27000000,10377.96230000,1674338399999,17199910.70976700,17130,6302.56280000,10445492.74739300,0
94,1674338400000,1663.26000000,1663.67000000,1625.99000000,1628.96000000,12751.21820000,1674341999999,20999166.85300600,21128,5094.71110000,8395940.78913200,0
95,1674342000000,1628.96000000,1643.90000000,1622.09000000,1626.66000000,34804.15490000,1674345599999,56747272.35690500,42534,12827.61690000,20917827.85117000,0
96,1674345600000,1626.65000000,1636.49000000,1622.55000000,1632.35000000,13924.63210000,1674349199999,22707605.69596400,27651,7241.02080000,11808723.16858700,0
97,1674349200000,1632.34000000,1633.13000000,1614.71000000,1623.89000000,23960.38930000,1674352799999,38895979.29780200,27106,13085.26100000,21236857.93331800,0
98,1674352800000,1623.88000000,1625.57000000,1604.00000000,1615.68000000,17542.44380000,1674356399999,28336042.69448400,25737,7727.67760000,12481147.57809000,0
99,1674356400000,1615.68000000,1622.85000000,1615.67000000,1622.50000000,11131.94340000,1674359999999,18025692.84594700,14747,6238.74340000,10100965.57493300,0
100,1674360000000,1622.51000000,1628.85000000,1620.77000000,1626.18000000,12456.29610000,1674363599999,20240040.69778800,15077,6697.97450000,10882787.09520500,0
101,1674363600000,1626.18000000,1631.09000000,1625.76000000,1627.73000000,12794.97880000,1674367199999,20826347.12689000,13573,6622.00120000,10778977.70228400,0
102,1674367200000,1627.72000000,1631.15000000,1626.50000000,1628.79000000,8155.97620000,1674370799999,13286739.92600400,15945,4259.19690000,6937917.74763100,0
103,1674370800000,1628.79000000,1630.00000000,1626.87000000,1627.08000000,7846.50970000,1674374399999,12777213.85613500,9660,3837.16410000,6248853.61618600,0
104,1674374400000,1627.07000000,1631.55000000,1620.83000000,1631.35000000,14179.80840000,1674377999999,23063494.99799300,15255,8288.48820000,13482443.24927600,0
105,1674378000000,1631.35000000,1631.85000000,1622.62000000,1624.92000000,13714.88110000,1674381599999,22318007.78002100,12649,6661.78110000,10837448.01138700,0
106,1674381600000,1624.92000000,1627.74000000,1620.00000000,1625.61000000,10884.69750000,1674385199999,17685356.35469900,13163,5840.78440000,9490489.93356000,0
107,1674385200000,1625.61000000,1628.33000000,1618.47000000,1624.57000000,9986.63890000,1674388799999,16215843.47107800,15316,4765.13260000,7737617.79102900,0
108,1674388800000,1624.57000000,1634.93000000,1620.18000000,1633.61000000,14592.63800000,1674392399999,23758929.28494100,18850,8516.23340000,13868572.00046300,0
109,1674392400000,1633.61000000,1638.84000000,1629.88000000,1632.01000000,12468.07180000,1674395999999,20362788.84608900,16731,6070.95130000,9917433.74333300,0
110,1674396000000,1632.01000000,1645.61000000,1630.77000000,1642.51000000,21972.68830000,1674399599999,36008445.55519200,23522,11355.47240000,18608091.21722700,0
111,1674399600000,1642.50000000,1650.51000000,1617.54000000,1635.51000000,48063.49130000,1674403199999,78660083.13011200,54928,23036.40650000,37703147.88834700,0
112,1674403200000,1635.50000000,1640.81000000,1629.61000000,1636.71000000,13393.69640000,1674406799999,21908571.82917100,19625,6391.25140000,10454808.13324200,0
113,1674406800000,1636.71000000,1663.89000000,1635.36000000,1656.63000000,32756.02920000,1674410399999,54166124.89265600,39389,17162.43300000,28374267.54385900,0
114,1674410400000,1656.64000000,1659.70000000,1646.02000000,1646.56000000,16107.61990000,1674413999999,26619775.86312700,20318,8415.39360000,13908003.56566800,0
115,1674414000000,1646.55000000,1648.14000000,1632.41000000,1635.10000000,16117.31210000,1674417599999,26443840.57492600,21797,6654.58260000,10916306.79189200,0
116,1674417600000,1635.11000000,1636.34000000,1607.06000000,1614.08000000,54704.36060000,1674421199999,88608000.11094400,58523,25207.67140000,40820574.37511200,0
117,1674421200000,1614.08000000,1630.12000000,1607.35000000,1627.58000000,22608.23200000,1674424799999,36575995.52903200,32803,11572.60680000,18725089.88518800,0
118,1674424800000,1627.58000000,1629.72000000,1620.79000000,1628.71000000,9453.54060000,1674428399999,15362651.81428700,17115,4041.07690000,6566770.63767700,0
119,1674428400000,1628.72000000,1632.93000000,1623.86000000,1627.44000000,12912.81540000,1674431999999,21030246.44212300,20529,6456.91280000,10514665.07682100,0
120,1674432000000,1627.43000000,1639.09000000,1625.68000000,1635.74000000,17220.46390000,1674435599999,28119883.84446700,28015,8270.08230000,13502980.59001100,0
121,1674435600000,1635.73000000,1642.19000000,1635.51000000,1635.64000000,13275.96050000,1674439199999,21753859.52263100,21086,6735.57730000,11037018.19369400,0
122,1674439200000,1635.65000000,1640.89000000,1635.64000000,1640.89000000,6955.81450000,1674442799999,11397413.53648900,15526,3952.02630000,6475094.24444800,0
123,1674442800000,1640.89000000,1642.58000000,1628.33000000,1630.41000000,11841.34610000,1674446399999,19354266.66702000,20177,5493.75670000,8979305.09671900,0
124,1674446400000,1630.41000000,1636.06000000,1628.41000000,1635.99000000,7977.18460000,1674449999999,13024569.74873100,14044,4290.65370000,7005691.21111400,0
125,1674450000000,1636.00000000,1636.73000000,1631.38000000,1632.20000000,6986.07430000,1674453599999,11415982.89184200,12896,2612.61180000,4268535.44245500,0
126,1674453600000,1632.19000000,1637.75000000,1631.16000000,1637.18000000,7149.21730000,1674457199999,11690777.49853900,18193,4068.61420000,6653160.88630300,0
127,1674457200000,1637.18000000,1638.00000000,1627.88000000,1633.30000000,12458.90740000,1674460799999,20357380.53612400,21139,6425.07570000,10501134.32074000,0
128,1674460800000,1633.31000000,1639.26000000,1630.72000000,1631.41000000,9554.00360000,1674464399999,15614642.49734300,18477,4422.96070000,7228834.30844600,0
129,1674464400000,1631.40000000,1635.00000000,1630.30000000,1634.75000000,7889.43190000,1674467999999,12880580.95612600,17095,4141.91720000,6762647.06929000,0
130,1674468000000,1634.76000000,1640.00000000,1633.51000000,1637.08000000,13436.87840000,1674471599999,21996638.48861800,23204,7790.48720000,12752672.13540300,0
131,1674471600000,1637.09000000,1638.07000000,1633.42000000,1636.67000000,10901.59000000,1674475199999,17835062.00219700,17145,5142.52610000,8413591.94409200,0
132,1674475200000,1636.66000000,1639.01000000,1630.00000000,1635.24000000,12737.56510000,1674478799999,20824261.61818900,18943,6521.46480000,10661245.22269200,0
133,1674478800000,1635.25000000,1636.68000000,1613.48000000,1622.57000000,27050.55580000,1674482399999,43967991.91330200,36453,12663.72240000,20585224.86138300,0
134,1674482400000,1622.57000000,1648.09000000,1585.29000000,1599.13000000,59869.07050000,1674485999999,97020500.54154800,73091,29020.91870000,47080685.80632000,0
135,1674486000000,1598.92000000,1626.35000000,1594.61000000,1620.85000000,46998.02390000,1674489599999,75865635.38344600,61036,23752.47190000,38337090.62429100,0
136,1674489600000,1620.84000000,1625.76000000,1612.38000000,1619.82000000,22345.24180000,1674493199999,36178824.35067200,26444,10281.73350000,16648207.97503800,0
137,1674493200000,1619.83000000,1629.28000000,1615.29000000,1629.02000000,19807.98560000,1674496799999,32091066.93858100,26444,10629.67650000,17222213.56535100,0
138,1674496800000,1629.03000000,1640.49000000,1626.06000000,1628.85000000,26815.54400000,1674500399999,43788662.50862500,34634,13907.39330000,22707013.93647700,0
139,1674500400000,1628.85000000,1630.57000000,1610.04000000,1619.88000000,27357.84360000,1674503999999,44325453.64356800,35086,12780.90970000,20708479.33113200,0
140,1674504000000,1619.89000000,1635.26000000,1618.65000000,1634.80000000,13128.47390000,1674507599999,21335099.58951300,21144,6794.68700000,11043952.13451200,0
141,1674507600000,1634.80000000,1635.50000000,1629.53000000,1631.84000000,9298.67480000,1674511199999,15180018.46912200,15686,4916.08620000,8025556.27142700,0
142,1674511200000,1631.84000000,1635.75000000,1622.13000000,1627.47000000,8959.69260000,1674514799999,14619751.23709700,13837,5168.26710000,8435460.34895800,0
143,1674514800000,1627.47000000,1630.48000000,1624.72000000,1626.29000000,7251.57150000,1674518399999,11803951.62285200,13049,3242.84660000,5278721.18665700,0
144,1674518400000,1626.28000000,1633.97000000,1622.80000000,1631.87000000,12071.39020000,1674521999999,19660162.65565700,21759,5840.34400000,9513012.15021800,0
145,1674522000000,1631.87000000,1638.62000000,1627.45000000,1637.89000000,13875.51170000,1674525599999,22658230.07395100,21276,7561.54140000,12348472.28056000,0
146,1674525600000,1637.89000000,1641.46000000,1635.18000000,1635.18000000,12921.85750000,1674529199999,21169001.75080100,21296,6502.31310000,10652792.54024600,0
147,1674529200000,1635.19000000,1639.42000000,1633.25000000,1639.01000000,9169.53310000,1674532799999,15003811.72266700,17719,5350.82350000,8755366.46471500,0
148,1674532800000,1639.02000000,1640.78000000,1635.39000000,1636.47000000,9205.77060000,1674536399999,15072958.78506800,17350,5138.01700000,8412733.51638300,0
149,1674536400000,1636.46000000,1639.28000000,1634.38000000,1637.99000000,11143.08340000,1674539999999,18240793.88823900,15244,6105.34630000,9994594.60717600,0
150,1674540000000,1638.00000000,1638.54000000,1635.15000000,1636.47000000,7300.17970000,1674543599999,11949393.73333500,13480,3111.41220000,5093348.75204200,0
151,1674543600000,1636.47000000,1636.96000000,1633.25000000,1635.77000000,9369.30450000,1674547199999,15322445.79416800,14057,3744.33570000,6123965.72707500,0
152,1674547200000,1635.77000000,1637.28000000,1634.47000000,1634.81000000,7071.86530000,1674550799999,11567781.20528200,18583,3203.28810000,5239756.14167800,0
153,1674550800000,1634.81000000,1635.28000000,1614.39000000,1617.94000000,38521.33460000,1674554399999,62534522.43959100,40426,17157.25470000,27845216.69824400,0
154,1674554400000,1617.93000000,1626.17000000,1617.14000000,1623.00000000,12039.98940000,1674557999999,19528885.99387000,17828,6409.56020000,10394920.66066800,0
155,1674558000000,1623.01000000,1626.58000000,1622.02000000,1625.60000000,7891.96130000,1674561599999,12816027.96222700,15457,3614.51260000,5869693.54180200,0
156,1674561600000,1625.59000000,1632.12000000,1622.22000000,1627.34000000,9920.66530000,1674565199999,16144717.98695800,16233,4971.08080000,8090093.27321700,0
157,1674565200000,1627.34000000,1630.76000000,1612.83000000,1617.14000000,18600.23910000,1674568799999,30172638.46197700,25777,8136.18780000,13199193.49565900,0
158,1674568800000,1617.14000000,1622.48000000,1604.00000000,1613.40000000,41583.72390000,1674572399999,67136957.69061100,46586,19318.29120000,31190307.49544200,0
159,1674572400000,1613.40000000,1621.60000000,1606.88000000,1620.58000000,17561.45780000,1674575999999,28381671.55252500,26175,9755.04200000,15768253.73588100,0
160,1674576000000,1620.57000000,1621.87000000,1612.00000000,1614.34000000,16965.35040000,1674579599999,27440314.62498900,22577,7504.11670000,12136843.78144300,0
161,1674579600000,1614.35000000,1617.60000000,1606.48000000,1616.17000000,16402.81350000,1674583199999,26461444.92807100,22459,8271.97050000,13347098.38873900,0
162,1674583200000,1616.18000000,1624.30000000,1613.42000000,1619.87000000,13887.08680000,1674586799999,22503742.76909300,19934,7610.72130000,12332446.24682200,0
163,1674586800000,1619.88000000,1624.31000000,1618.17000000,1622.41000000,7858.84960000,1674590399999,12740664.11843800,14292,4112.60000000,6667394.23229200,0
164,1674590400000,1622.42000000,1624.45000000,1608.00000000,1615.26000000,13670.26640000,1674593999999,22082416.07903500,22673,6257.54620000,10109370.58249100,0
165,1674594000000,1615.27000000,1621.50000000,1588.80000000,1599.01000000,31013.99460000,1674597599999,49725761.18906200,44976,13365.99040000,21434075.41572300,0
166,1674597600000,1599.00000000,1601.77000000,1535.00000000,1562.16000000,77703.63970000,1674601199999,121857664.77100400,115152,35043.07660000,54949625.65724600,0
167,1674601200000,1562.17000000,1565.27000000,1544.69000000,1555.97000000,46525.45590000,1674604799999,72311238.60182900,52951,21443.88630000,33326330.50636200,0
168,1674604800000,1555.97000000,1557.00000000,1541.53000000,1548.88000000,42208.85170000,1674608399999,65416963.14505200,49567,20460.95870000,31709060.69811100,0
169,1674608400000,1548.89000000,1550.47000000,1518.00000000,1535.00000000,67088.10660000,1674611999999,102800213.94007500,65171,32969.22980000,50516519.06270800,0
170,1674612000000,1534.99000000,1543.06000000,1534.21000000,1540.87000000,13866.25090000,1674615599999,21346674.64521000,21444,8061.22930000,12409011.92826000,0
171,1674615600000,1540.87000000,1546.88000000,1540.28000000,1546.63000000,12655.78560000,1674619199999,19541093.68984100,16082,7778.46930000,12010704.73973300,0
172,1674619200000,1546.63000000,1549.01000000,1545.83000000,1546.17000000,9355.40830000,1674622799999,14475649.78267400,14624,5263.48950000,8144337.35848500,0
173,1674622800000,1546.17000000,1551.74000000,1545.20000000,1549.14000000,10814.54670000,1674626399999,16738958.62827900,15854,6048.47570000,9361519.15251000,0
174,1674626400000,1549.14000000,1557.03000000,1546.27000000,1555.16000000,16870.04890000,1674629999999,26174944.95587600,27321,9610.92240000,14912413.72155100,0
175,1674630000000,1555.16000000,1558.91000000,1553.42000000,1553.81000000,12984.07600000,1674633599999,20204876.82934800,20337,6508.81960000,10128872.11750100,0
176,1674633600000,1553.82000000,1556.80000000,1550.00000000,1551.10000000,10917.65840000,1674637199999,16951831.75469500,19352,5152.51020000,7999677.65067600,0
177,1674637200000,1551.10000000,1552.00000000,1540.91000000,1545.63000000,18720.25680000,1674640799999,28971210.47020900,24338,8360.62930000,12937340.32012300,0
178,1674640800000,1545.62000000,1547.83000000,1538.59000000,1547.13000000,16549.32250000,1674644399999,25551663.90746600,22895,7444.46960000,11493632.16922000,0
