open,close,closeTime,close_ema,close_time_parsed
33000.05,38150.02,1610323199999,38150.02,2021-01-10 23:59:59
38150.02,35828.61,1610927999999,36823.5,2021-01-17 23:59:59
35824.99,32259.9,1611532799999,34850.05135135135,2021-01-24 23:59:59
32259.45,33092.98,1612137599999,34207.46525714286,2021-01-31 23:59:59
33092.97,38795.69,1612742399999,35711.41600512164,2021-02-07 23:59:59
38795.69,48577.79,1613347199999,39624.444508464505,2021-02-14 23:59:59
48580.47,57408.57,1613951999999,44755.37202930196,2021-02-21 23:59:59
57412.35,45135.66,1614556799999,44861.020831538786,2021-02-28 23:59:59
45134.11,50971.75,1615161599999,46512.72047306577,2021-03-07 23:59:59
50959.11,58968.31,1615766399999,49812.43645954077,2021-03-14 23:59:59
58976.08,57351.56,1616371199999,51780.33166641483,2021-03-21 23:59:59
57351.56,55777.63,1616975999999,52812.34672200619,2021-03-28 23:59:59
55777.65,58202.01,1617580799999,54192.552453466174,2021-04-04 23:59:59
58202.01,60002.43,1618185599999,55671.371358470446,2021-04-11 23:59:59
59998.8,56150.01,1618790399999,55792.65174456369,2021-04-18 23:59:59
56150.01,49066.77,1619395199999,54094.15799214544,2021-04-25 23:59:59
49066.76,56578.21,1619999999999,54719.87447160848,2021-05-02 23:59:59
56578.21,58240.84,1620604799999,55605.1065354657,2021-05-09 23:59:59
58240.83,46431.5,1621209599999,53301.96657501311,2021-05-16 23:59:59
46426.83,34655.25,1621814399999,48625.45722898919,2021-05-23 23:59:59
34681.44,35641.27,1622419199999,45371.67158884031,2021-05-30 23:59:59
35641.26,35796.31,1623023999999,42973.553412322035,2021-06-06 23:59:59
35796.31,39020.57,1623628799999,41983.98365836199,2021-06-13 23:59:59
39020.56,35600.16,1624233599999,40386.424767114644,2021-06-20 23:59:59
35600.17,34700.34,1624838399999,38963.833013217954,2021-06-27 23:59:59
34702.49,35286.51,1625443199999,38043.9830896316,2021-07-04 23:59:59
35288.13,34258.99,1626047999999,37097.33409531303,2021-07-11 23:59:59
34259.0,31778.56,1626652799999,35767.21828728715,2021-07-18 23:59:59
31778.57,35381.02,1627257599999,35670.645720624285,2021-07-25 23:59:59
35381.02,39845.44,1627862399999,36714.53070963144,2021-08-01 23:59:59
39850.27,43794.37,1628467199999,38484.72762632263,2021-08-08 23:59:59
43794.36,46973.82,1629071999999,40607.213928639605,2021-08-15 23:59:59
46973.82,49239.22,1629676799999,42765.37804109485,2021-08-22 23:59:59
49239.22,48767.83,1630281599999,44266.075826983375,2021-08-29 23:59:59
48767.84,51756.88,1630886399999,46138.85623561319,2021-09-05 23:59:59
51756.88,46025.24,1631491199999,46110.45127389296,2021-09-12 23:59:59
46025.23,47241.75,1632095999999,46393.28269750754,2021-09-19 23:59:59
47241.75,43160.9,1632700799999,45585.172575435965,2021-09-26 23:59:59
43160.9,48200.01,1633305599999,46238.89069713959,2021-10-03 23:59:59
48200.01,54659.0,1633910399999,48343.939192454156,2021-10-10 23:59:59
54659.01,61528.33,1634515199999,51640.06175514356,2021-10-17 23:59:59
61528.32,60852.22,1635119999999,53943.1143443327,2021-10-24 23:59:59
60852.22,61299.8,1635724799999,55782.29356119148,2021-10-31 23:59:59
61299.81,63273.59,1636329599999,57655.12363017596,2021-11-07 23:59:59
63273.58,65519.1,1636934399999,59621.12241443853,2021-11-14 23:59:59
65519.11,58622.02,1637539199999,59371.34636376571,2021-11-21 23:59:59
58617.7,57274.88,1638143999999,58847.229069253386,2021-11-28 23:59:59
57274.89,49396.33,1638748799999,56484.501923160395,2021-12-05 23:59:59
49396.32,50053.9,1639353599999,54876.85022843967,2021-12-12 23:59:59
50053.9,46681.23,1639958399999,52827.94401098979,2021-12-19 23:59:59
46681.24,50775.49,1640563199999,52314.83029030178,2021-12-26 23:59:59
50775.48,47286.18,1641167999999,51057.667317249616,2022-01-02 23:59:59
