,open,close,closeTime,close_ema,close_time_parsed,position,long_utility
0,28923.63,29313.49,1609502399999,29313.49,2021-01-01 11:59:59,1.0,0.0
1,29313.49,29331.69,1609545599999,29325.623333333333,2021-01-01 23:59:59,,1635.9439999999995
2,29331.7,29755.0,1609588799999,29570.981428571427,2021-01-02 11:59:59,,1390.585904761905
3,29754.99,32178.33,1609631999999,30961.567333333332,2021-01-02 23:59:59,0.0,0.0
4,32176.45,34413.53,1609675199999,32743.225483870967,2021-01-03 11:59:59,,130.45054787506888
5,34413.53,33000.05,1609718399999,32873.676031746036,2021-01-03 23:59:59,1.0,0.0
6,33000.05,30743.06,1609761599999,31799.97976377953,2021-01-04 11:59:59,,94.73517739694216
7,30742.99,31988.71,1609804799999,31894.714941176473,2021-01-04 23:59:59,0.0,0.0
8,31989.75,31776.66,1609847999999,31835.571956947162,2021-01-05 11:59:59,,8279.133137887657
9,31776.66,33949.53,1609891199999,32893.584193548384,2021-01-05 23:59:59,,7221.120901286435
10,33949.53,34918.53,1609934399999,33906.55170981924,2021-01-06 11:59:59,,6208.153385015576
11,34918.54,36769.36,1609977599999,35338.305404151404,2021-01-06 23:59:59,,4776.3996906834145
12,36769.36,37822.09,1610020799999,36580.34931876449,2021-01-07 11:59:59,,3534.355776070326
13,37825.64,39432.28,1610063999999,38006.40169871208,2021-01-07 23:59:59,,2108.303396122741
14,39432.48,41286.67,1610107199999,39646.58590380566,2021-01-08 11:59:59,,468.11919102916
15,41286.67,40582.81,1610150399999,40114.70509483482,2021-01-08 23:59:59,1.0,0.0
16,40586.96,40565.77,1610193599999,40340.2392681066,2021-01-09 11:59:59,,-4643.306395567692
17,40565.77,40088.22,1610236799999,40214.22915336286,2021-01-09 23:59:59,,-4517.296280823954
18,40088.22,39181.76,1610279999999,39697.993592040235,2021-01-10 11:59:59,,-4001.060719501329
19,39175.09,38150.02,1610323199999,38924.00605788808,2021-01-10 23:59:59,,-3227.0731853491743
20,38150.02,34198.56,1610366399999,36561.28190230937,2021-01-11 11:59:59,,-864.349029770463
21,34198.55,35404.47,1610409599999,35982.87581325193,2021-01-11 23:59:59,,-285.94294071302284
22,35410.37,35410.99,1610452799999,35696.932872538906,2021-01-12 11:59:59,0.0,0.0
23,35410.99,34051.24,1610495999999,34874.086387223986,2021-01-12 23:59:59,,-244.3032008927985
24,34049.15,34385.48,1610539199999,34629.78318633119,2021-01-13 11:59:59,1.0,0.0
25,34385.48,37371.38,1610582399999,36000.58161359208,2021-01-13 23:59:59,,1182.639202015307
26,37371.38,38365.86,1610625599999,37183.22081560739,2021-01-14 11:59:59,0.0,0.0
27,38365.86,39144.5,1610668799999,38163.860411456866,2021-01-14 23:59:59,,-27.490205779642565
28,39145.21,38108.88,1610711999999,38136.37020567722,2021-01-15 11:59:59,1.0,0.0
29,38108.87,36742.22,1610755199999,37439.29510218941,2021-01-15 23:59:59,,-1031.7836162327221
30,36737.43,37680.0,1610798399999,37559.647551150745,2021-01-16 11:59:59,,-1152.1360651940558
31,37680.0,35994.98,1610841599999,36777.313775393224,2021-01-16 23:59:59,,-369.8022894365349
32,35994.98,35267.17,1610884799999,36022.24188760871,2021-01-17 11:59:59,,385.2695983479789
33,35270.0,35828.61,1610927999999,35925.42594379871,2021-01-17 23:59:59,,482.0855421579763
34,35824.99,36442.08,1610971199999,36183.75297190688,2021-01-18 11:59:59,,223.75851404981222
35,36443.91,36631.27,1611014399999,36407.51148595669,2021-01-18 23:59:59,0.0,0.0
36,36622.46,37266.49,1611057599999,36837.000742981465,2021-01-19 11:59:59,,-472.75537149245065
37,37263.73,35891.49,1611100799999,36364.245371489014,2021-01-19 23:59:59,1.0,0.0
38,35901.94,34426.17,1611143999999,35395.207685742746,2021-01-20 11:59:59,,-3372.1928303842033
39,34426.17,35468.23,1611187199999,35431.71884287141,2021-01-20 23:59:59,,-3408.703987512865
40,35468.23,32208.62,1611230399999,33820.16942143497,2021-01-21 11:59:59,,-1797.1545660764277
41,32206.89,30850.13,1611273599999,32335.14971071715,2021-01-21 23:59:59,,-312.1348553586067
42,30851.99,31710.88,1611316799999,32023.014855358542,2021-01-22 11:59:59,0.0,0.0
43,31712.09,32945.17,1611359999999,32484.092427679298,2021-01-22 23:59:59,,-419.3012138396589
44,32950.0,31645.49,1611403199999,32064.79121383964,2021-01-23 11:59:59,1.0,0.0
45,31643.9,32078.0,1611446399999,32071.395606919818,2021-01-23 23:59:59,,284.74579481014007
46,32078.0,32833.37,1611489599999,32452.38280345991,2021-01-24 11:59:59,,-96.24140172995249
47,32833.37,32259.9,1611532799999,32356.141401729958,2021-01-24 23:59:59,0.0,0.0
48,32259.45,33185.26,1611575999999,32770.70070086498,2021-01-25 11:59:59,,-258.25035043249227
49,33185.25,32254.2,1611619199999,32512.45035043249,2021-01-25 23:59:59,1.0,0.0
50,32254.19,31796.95,1611662399999,32154.700175216247,2021-01-26 11:59:59,,156.5349123918786
51,31798.65,32467.77,1611705599999,32311.235087608125,2021-01-26 23:59:59,0.0,0.0
52,32464.01,30639.05,1611748799999,31475.142543804064,2021-01-27 11:59:59,,-554.4962719020332
53,30635.74,30366.15,1611791999999,30920.64627190203,2021-01-27 23:59:59,1.0,0.0
54,30362.19,31437.37,1611835199999,31179.008135951015,2021-01-28 11:59:59,,1092.9259320244928
55,31437.37,33364.86,1611878399999,32271.934067975508,2021-01-28 23:59:59,0.0,0.0
56,33368.18,37025.32,1611921599999,34648.62703398775,2021-01-29 11:59:59,,-198.21351699387742
57,37023.83,34252.2,1611964799999,34450.413516993875,2021-01-29 23:59:59,1.0,0.0
58,34246.28,33660.4,1612007999999,34055.40675849694,2021-01-30 11:59:59,,-194.22006887270254
59,33660.4,34262.88,1612051199999,34159.14337924847,2021-01-30 23:59:59,,-297.95668962423224
60,34262.89,33563.23,1612094399999,33861.186689624235,2021-01-31 11:59:59,0.0,0.0
61,33563.24,33092.98,1612137599999,33477.08334481212,2021-01-31 23:59:59,,3449.1766291910535
62,33092.97,34183.33,1612180799999,33830.20667240606,2021-02-01 11:59:59,,3096.053301597116
63,34183.33,33526.37,1612223999999,33678.288336203026,2021-02-01 23:59:59,,3247.9716378001467
64,33517.09,34720.15,1612267199999,34199.21916810151,2021-02-02 11:59:59,,2727.0408059016627
65,34722.97,35466.24,1612310399999,34832.72958405076,2021-02-02 23:59:59,,2093.530389952415
66,35472.71,35969.41,1612353599999,35401.06979202538,2021-02-03 11:59:59,,1525.1901819777922
67,35969.41,37618.87,1612396799999,36509.96989601269,2021-02-03 23:59:59,,416.2900779904812
68,37620.26,37321.75,1612439999999,36915.85994800634,2021-02-04 11:59:59,,10.400025996830664
69,37319.43,36936.66,1612483199999,36926.25997400317,2021-02-04 23:59:59,1.0,0.0
70,36936.65,37691.32,1612526399999,37308.78998700158,2021-02-05 11:59:59,,490.7250064992113
71,37691.32,38290.24,1612569599999,37799.514993500794,2021-02-05 23:59:59,0.0,0.0
72,38289.32,40199.99,1612612799999,38999.7524967504,2021-02-06 11:59:59,,6425.563308907316
73,40199.52,39186.94,1612655999999,39093.3462483752,2021-02-06 23:59:59,,6331.969557282515
74,39181.01,39046.6,1612699199999,39069.9731241876,2021-02-07 11:59:59,,6355.342681470116
75,39044.37,38795.69,1612742399999,38932.8315620938,2021-02-07 23:59:59,,6492.484243563915
76,38795.69,39423.08,1612785599999,39177.9557810469,2021-02-08 11:59:59,,6247.360024610818
77,39423.08,46374.87,1612828799999,42776.412890523454,2021-02-08 23:59:59,,2648.902915134262
78,46374.86,46380.92,1612871999999,44578.666445261726,2021-02-09 11:59:59,,846.6493603959898
79,46390.95,46420.42,1612915199999,45499.54322263086,2021-02-09 23:59:59,,-74.22741697314632
80,46420.42,46586.56,1612958399999,46043.05161131543,2021-02-10 11:59:59,,-617.7358056577141
81,46586.55,44807.58,1613001599999,45425.315805657716,2021-02-10 23:59:59,1.0,0.0
82,44807.58,46061.49,1613044799999,45743.40290282886,2021-02-11 11:59:59,,1113.0535485855726
83,46061.48,47969.51,1613087999999,46856.45645141443,2021-02-11 23:59:59,0.0,0.0
84,47968.66,47562.42,1613131199999,47209.438225707214,2021-02-12 11:59:59,,39.08088714639598
85,47560.06,47287.6,1613174399999,47248.51911285361,2021-02-12 23:59:59,1.0,0.0
86,47298.15,46589.2,1613217599999,46918.8595564268,2021-02-13 11:59:59,,117.41522178659943
87,46586.23,47153.69,1613260799999,47036.2747782134,2021-02-13 23:59:59,0.0,0.0
88,47156.78,49055.16,1613303999999,48045.71738910671,2021-02-14 11:59:59,,-61.56396546836913
89,49055.17,48577.79,1613347199999,48311.75369455335,2021-02-14 23:59:59,,-327.6002709150125
90,48580.47,47802.66,1613390399999,48057.20684727668,2021-02-15 11:59:59,,-73.05342363833915
91,47802.67,47911.1,1613433599999,47984.15342363834,2021-02-15 23:59:59,1.0,0.0
92,47911.1,48915.48,1613476799999,48449.81671181917,2021-02-16 11:59:59,,341.8166440904097
93,48915.49,49133.45,1613519999999,48791.63335590958,2021-02-16 23:59:59,0.0,0.0
94,49133.45,51273.46,1613563199999,50032.546677954786,2021-02-17 11:59:59,,1192.5524915339047
