openTime,open,high,low,close,volume,closeTime,quoteAssetVolume,numOfTrades,takerBuyBaseAssetVolume,takerBuyQuoteAssetVolume,_
1609718400000,978.33000000,1348.33000000,890.00000000,1254.25000000,16846289.41780000,1610323199999,19133523177.28914550,11730126,8435712.67095000,9592331982.14816950,0
1610323200000,1254.24000000,1298.00000000,915.00000000,1232.45000000,14358744.29849000,1610927999999,16141330142.52493870,10366890,7154001.19870000,8053335832.36311220,0
1610928000000,1232.50000000,1438.30000000,1042.31000000,1392.51000000,12347266.70021000,1611532799999,15741163317.33250730,10396825,6208092.88751000,7921699234.72822190,0
1611532800000,1392.19000000,1475.00000000,1207.00000000,1312.55000000,11196117.05291000,1612137599999,14975230148.30553690,9652436,5583795.45253000,7473347483.69273700,0
1612137600000,1312.45000000,1760.49000000,1269.99000000,1611.62000000,9848664.63364000,1612742399999,15379183101.12081110,9165416,4940042.94523000,7713144722.71644940,0
1612742400000,1611.46000000,1871.72000000,1563.89000000,1800.42000000,6832312.13113000,1613347199999,12048068089.78218340,7325462,3410350.14510000,6016364026.68507660,0
1613347200000,1800.03000000,2042.34000000,1655.67000000,1933.53000000,6415195.21066000,1613951999999,12036952424.79775990,7041361,3206965.17887000,6023323791.13555740,0
1613952000000,1933.54000000,1936.29000000,1293.18000000,1419.18000000,10465746.31715000,1614556799999,16352841616.94079440,10070711,5112138.83416000,7987737558.89280710,0
1614556800000,1418.67000000,1734.16000000,1409.91000000,1726.16000000,6929607.56181000,1615161599999,10805341301.25666300,7673031,3500553.65031000,5463214620.03343620,0
1615161600000,1726.46000000,1944.30000000,1664.96000000,1848.10000000,6286994.50162000,1615766399999,11360467111.44042710,8081702,3111252.38183000,5620393212.38098790,0
1615766400000,1848.10000000,1891.76000000,1711.68000000,1782.98000000,4470159.77967000,1616371199999,8033959244.43945710,6336703,2229506.50859000,4007207063.98038660,0
1616371200000,1783.23000000,1807.51000000,1536.92000000,1687.01000000,3923684.95499000,1616975999999,6552937560.79053160,4987120,1947884.50445000,3253740843.75354890,0
1616976000000,1687.16000000,2146.00000000,1677.85000000,2075.69000000,4835867.42050000,1617580799999,9385410342.40368570,6883371,2438024.20999000,4728419893.32845840,0
1617580800000,2075.70000000,2200.00000000,1930.01000000,2151.36000000,4226761.72748000,1618185599999,8784130702.74009560,6846401,2099123.56818000,4363707905.29304130,0
1618185600000,2151.42000000,2548.29000000,1946.80000000,2235.64000000,6115364.25272000,1618790399999,14079892572.96524260,10255180,3052335.47065000,7032509390.70216940,0
1618790400000,2235.65000000,2644.47000000,2055.00000000,2320.49000000,9598920.80397000,1619395199999,22178377683.63349090,13279982,4787580.32108000,11070021480.44650680,0
1619395200000,2320.44000000,2985.00000000,2303.64000000,2949.56000000,5669052.50080000,1619999999999,15256591803.14196040,10027247,2884928.76823000,7767135848.12620090,0
1620000000000,2949.33000000,3983.65000000,2949.32000000,3923.95000000,8141949.96585000,1620604799999,28213988647.85878410,15883334,4092530.07838000,14180492573.27404730,0
1620604800000,3923.95000000,4372.72000000,3343.06000000,3582.10000000,9789006.91047000,1621209599999,38338792200.10492460,19272185,4812461.89878000,18864937355.41507800,0
1621209600000,3581.81000000,3587.06000000,1728.74000000,2096.39000000,17769636.20886000,1621814399999,46925946627.06896930,24743175,8711575.33258000,23059542818.80329430,0
